Name,Rank,Count,X..100K,X..White,X..Black,X..API,X..AIAN,X..2.or.More.Races,X..Hispanic.Origin,Rank.in.2000,Count.in.2000,Change.since.2000,X..Change,Rank.change,Cumulative.proportion...100.000,race
ZANDSTRA,40371,542,0.18,97.97,,0,0,(S),1.29,38942,533,9,1.7%,-1429,,white
ZANE,11502,2735,0.93,76.86,1.83,9.58,1.21,5.34,5.19,10665,2753,-18,-0.7%,-837,,white
ZANELLA,35866,626,0.21,85.62,,0.8,,(S),12.62,32227,674,-48,-7.1%,-3639,,white
ZANETTI,26126,937,0.32,88.26,,,0.53,0.96,9.5,24243,969,-32,-3.3%,-1883,,white
ZANG,14252,2103,0.71,66,1,29.43,0.52,1.43,1.62,14622,1866,237,12.7%,370,,white
ZANGARA,41303,527,0.18,95.26,,,,1.14,2.66,41859,489,38,7.8%,556,,white
ZANGARI,36099,621,0.21,97.75,0,,0,(S),1.77,34459,622,-1,-0.2%,-1640,,white
ZANGER,35622,631,0.21,97.31,,,0,(S),1.11,34210,627,4,0.6%,-1412,,white
ZANGHI,32123,718,0.24,95.82,,,,0.97,1.95,30645,718,0,0.0%,-1478,,white
ZANI,43651,494,0.17,95.14,,,0,(S),3.24,41995,487,7,1.4%,-1656,,white
ZANK,31754,727,0.25,95.19,,1.24,,1.51,1.65,33425,644,83,12.9%,1671,,white
ZANNI,38214,580,0.2,95,,,,(S),3.62,35994,589,-9,-1.5%,-2220,,white
ZANONI,29854,787,0.27,92.5,,,0,2.03,4.83,31464,696,91,13.1%,1610,,white
ZANOTTI,32900,697,0.24,91.1,0.86,,,1.58,6.03,32267,673,24,3.6%,-633,,white
ZAPALAC,39607,555,0.19,96.22,,,0,(S),3.06,40552,508,47,9.3%,945,,white
ZAPANTA,27081,894,0.3,4.14,,85.91,,3.91,5.82,34630,618,276,44.7%,7549,,asian
ZAPATA,1082,32274,10.94,5.8,0.41,1.15,0.12,0.24,92.28,1361,23900,8374,35.0%,279,,hispanic
ZAPF,24787,1005,0.34,95.22,,1.19,,1.79,1.39,23986,982,23,2.3%,-801,,white
ZAPIEN,9818,3298,1.12,4.4,,0.39,0.27,(S),94.69,12638,2247,1051,46.8%,2820,,hispanic
ZAPP,27604,872,0.3,90.25,1.15,,,2.52,5.05,26035,885,-13,-1.5%,-1569,,white
ZAPPA,23185,1100,0.37,96.45,,0.91,,(S),1.91,21004,1166,-66,-5.7%,-2181,,white
ZAPPALA,30139,778,0.26,91.77,,,0,(S),7.2,28049,804,-26,-3.2%,-2090,,white
ZAPPIA,23019,1110,0.38,93.78,0.45,,,0.9,4.41,21934,1103,7,0.6%,-1085,,white
ZAPPONE,36426,614,0.21,97.88,,,0,0.98,0.81,35288,604,10,1.7%,-1138,,white
ZAR,33530,680,0.23,69.71,,22.79,,2.35,3.68,42912,475,205,43.2%,9382,,white
ZARA,31824,725,0.25,66.34,,22.34,,1.66,8.97,31621,691,34,4.9%,-203,,white
ZARAGOSA,41799,520,0.18,4.62,,2.31,,(S),92.12,29625,750,-230,-30.7%,-12174,,hispanic
ZARAGOZA,1897,18908,6.41,3.93,0.26,1.79,0.2,0.3,93.52,2495,13245,5663,42.8%,598,,hispanic
ZARATE,1713,20992,7.12,4.04,0.25,2.02,0.19,0.22,93.28,2371,14000,6992,49.9%,658,,hispanic
ZARAZUA,17958,1556,0.53,2.63,0,,0,(S),97.04,22078,1093,463,42.4%,4120,,hispanic
ZARCO,13251,2304,0.78,3.95,,1.43,0.3,(S),94.05,17970,1433,871,60.8%,4719,,hispanic
ZARCONE,27021,897,0.3,95.43,,,0,1.11,3.12,27526,824,73,8.9%,505,,white
ZAREMBA,12948,2372,0.8,96.59,,0.51,,1.01,1.43,11844,2422,-50,-2.1%,-1104,,white
ZARETSKY,38582,573,0.19,94.42,,1.92,,2.09,1.05,39617,522,51,9.8%,1035,,white
ZARING,39887,550,0.19,96.73,,,1.09,0.91,1.09,38035,548,2,0.4%,-1852,,white
ZARLING,37544,593,0.2,95.11,,1.18,,2.19,1.35,34711,616,-23,-3.7%,-2833,,white
ZARO,40856,534,0.18,86.52,,0,0,(S),12.73,39824,519,15,2.9%,-1032,,white
ZARR,40144,546,0.19,94.51,1.28,,,1.1,2.38,33248,648,-102,-15.7%,-6896,,white
ZARRAGA,38389,577,0.2,3.12,,12.13,0.87,(S),83.54,55609,345,232,67.2%,17220,,hispanic
ZARRELLA,36426,614,0.21,96.25,,,0,(S),2.44,35288,604,10,1.7%,-1138,,white
ZARTMAN,21048,1249,0.42,97.76,,,,0.4,1.28,20234,1224,25,2.0%,-814,,white
ZARUBA,31383,738,0.25,96.07,,0.81,,(S),2.44,30383,726,12,1.7%,-1000,,white
ZARZA,42640,508,0.17,15.75,,4.13,0,(S),79.53,58999,321,187,58.3%,16359,,hispanic
ZARZYCKI,34878,647,0.22,95.98,,,,1.08,2.16,34630,618,29,4.7%,-248,,white
ZASTROW,11343,2781,0.94,96.84,,,0.58,0.72,1.29,10426,2831,-50,-1.8%,-917,,white
ZATARAIN,22201,1162,0.39,10.76,,1.55,,(S),87.18,27207,836,326,39.0%,5006,,hispanic
ZATORSKI,47210,423,0.16,96.45,,,0,1.18,,,,,"",,82196,white
ZAUCHA,47389,421,0.16,96.2,,,0,1.66,1.19,,,,"",,82223.5,white
ZAUGG,24186,1039,0.35,94.61,,,2.12,0.77,1.92,26163,879,160,18.2%,1977,,white
ZAUN,33280,687,0.23,94.91,,1.31,,1.02,2.18,34757,615,72,11.7%,1477,,white
ZAUNER,39717,553,0.19,93.85,,1.63,,2.35,1.45,36572,577,-24,-4.2%,-3145,,white
ZAVALA,667,51153,17.34,3.29,0.2,0.18,0.09,0.12,96.13,938,34068,17085,50.1%,271,,hispanic
ZAVALETA,10555,3036,1.03,3.99,,,0,(S),95.82,16208,1639,1397,85.2%,5653,,hispanic
ZAVALZA,26243,931,0.32,1.72,0,,0,(S),97.85,33090,652,279,42.8%,6847,,hispanic
ZAVERI,49057,403,0.15,2.73,0,90.57,0,4.96,1.74,,,,"",,82479.03,asian
ZAVERI,36695,609,0.21,2.46,,93.76,,2.63,0.82,49057,403,206,51.1%,12362,,asian
ZAWACKI,15363,1909,0.65,96.86,,,0.37,1.1,1.26,14064,1965,-56,-2.8%,-1299,,white
ZAWADA,30250,774,0.26,97.8,0,,,0,1.55,28912,774,0,0.0%,-1338,,white
ZAWADZKI,19924,1347,0.46,96.36,,,0,0.52,2.67,19908,1248,99,7.9%,-16,,white
ZAWISLAK,38948,566,0.19,97.53,,,,(S),,36328,582,-16,-2.7%,-2620,,white
ZAWISTOWSKI,33450,682,0.23,93.99,,,1.47,(S),3.08,30791,714,-32,-4.5%,-2659,,white
ZAYA,36048,622,0.21,85.37,,1.29,,6.75,6.27,55971,342,280,81.9%,19923,,white
ZAYAC,49563,398,0.15,96.98,,,0,0,2.26,,,,"",,82554.95,white
ZAYAS,4414,8045,2.73,8.07,1.13,0.68,0.19,0.16,89.77,5025,6410,1635,25.5%,611,,hispanic
ZAYED,27110,893,0.3,90.15,1.46,,,4.82,2.69,35487,600,293,48.8%,8377,,white
ZAZUETA,8687,3782,1.28,3.23,,,0.69,0.21,95.66,11023,2646,1136,42.9%,2336,,hispanic
ZBIKOWSKI,40800,535,0.18,98.5,,,0,(S),0.93,38587,539,-4,-0.7%,-2213,,white
ZBINDEN,47210,423,0.16,95.27,,1.18,0,(S),3.31,,,,"",,82196.16,white
ZEA,20019,1337,0.45,31.04,0.52,0.52,0,0.52,67.39,22949,1041,296,28.4%,2930,,hispanic
ZEBLEY,38754,570,0.19,95.44,,,,2.63,0.88,35860,592,-22,-3.7%,-2894,,white
ZEBROWSKI,16519,1739,0.59,94.88,1.04,,,1.09,2.24,14958,1813,-74,-4.1%,-1561,,white
ZECCA,33645,677,0.23,86.26,,,,0.74,12.11,33425,644,33,5.1%,-220,,white
ZECH,20157,1324,0.45,96.45,0.38,,,0.83,1.81,18594,1367,-43,-3.1%,-1563,,white
ZECHMAN,26492,921,0.31,98.26,,,0,(S),0.98,26924,848,73,8.6%,432,,white
ZECK,29138,813,0.28,93.73,1.48,,,2.46,1.35,25885,892,-79,-8.9%,-3253,,white
ZEEB,33164,690,0.23,93.33,,,1.01,1.88,2.46,31389,698,-8,-1.1%,-1775,,white
ZEEK,30630,761,0.26,95.14,1.31,,,1.45,1.05,29359,759,2,0.3%,-1271,,white
ZEFERINO,32236,715,0.24,7.97,2.66,,,0,88.67,76700,233,482,206.9%,44464,,hispanic
ZEFF,46839,427,0.16,96.72,,,0,(S),2.11,,,,"",,82138.89,white
ZEGARRA,31656,730,0.25,8.9,0.68,0.68,,(S),89.59,39617,522,208,39.8%,7961,,hispanic
ZEH,18090,1540,0.52,93.18,1.69,1.04,,(S),3.25,16688,1579,-39,-2.5%,-1402,,white
ZEHNDER,17481,1612,0.55,96.22,,0.43,,1.18,1.8,16609,1590,22,1.4%,-872,,white
ZEHNER,13065,2350,0.8,93.83,2.09,0.68,0.3,1.57,1.53,12213,2339,11,0.5%,-852,,white
ZEHR,10620,3015,1.02,96.12,,0.66,,1.09,1.59,11207,2594,421,16.2%,587,,white
ZEHREN,47654,418,0.15,98.09,0,,0,(S),,,,,"",,82262.64,white
ZEIDAN,24822,1003,0.34,85.94,1,1.6,0,8.87,2.59,34949,611,392,64.2%,10127,,white
ZEIDERS,31906,723,0.25,96.13,,,0.69,0.97,1.24,30716,716,7,1.0%,-1190,,white
ZEIDLER,28998,819,0.28,97.19,,0.73,,(S),1.59,28283,796,23,2.9%,-715,,white
ZEIGER,17014,1670,0.57,95.21,0.72,0.3,0.3,0.84,2.63,16745,1571,99,6.3%,-269,,white
ZEIGLER,2742,13135,4.45,74.11,21.79,0.59,0.37,1.57,1.57,2631,12626,509,4.0%,-111,,white
ZEILER,26282,929,0.31,94.62,0.97,,,1.29,2.69,18724,1355,-426,-31.4%,-7558,,white
ZEIMET,40313,543,0.18,95.21,,1.29,0.92,(S),2.03,42437,481,62,12.9%,2124,,white
ZEINER,38484,575,0.19,97.39,,,0,1.04,1.39,34399,623,-48,-7.7%,-4085,,white
ZEIS,29661,794,0.27,96.47,,,0,0.88,2.14,27848,812,-18,-2.2%,-1813,,white
ZEISET,46614,430,0.16,99.77,,0,0,0,,,,,"",,82096.69,white
ZEISET,35945,624,0.21,98.88,,0,,(S),,46614,430,194,45.1%,10669,,white
ZEISLER,42640,508,0.17,97.05,,,0,(S),1.77,33933,633,-125,-19.7%,-8707,,white
ZEITLER,16150,1791,0.61,96.43,0.28,0.67,0.28,0.89,1.45,15177,1783,8,0.4%,-973,,white
ZEITLIN,29528,799,0.27,97,,,0,1,1,29873,742,57,7.7%,345,,white
ZEITZ,23647,1072,0.36,95.62,,0.93,,1.59,1.59,22505,1067,5,0.5%,-1142,,white
ZELADA,33530,680,0.23,5,,,0,0,94.41,41203,499,181,36.3%,7673,,hispanic
ZELASKO,28829,825,0.28,94.3,,0.85,,1.45,2.91,27618,821,4,0.5%,-1211,,white
ZELAYA,2886,12448,4.22,4.25,1.05,0.39,0.06,0.19,94.06,4219,7785,4663,59.9%,1333,,hispanic
ZELAZNY,37899,586,0.2,94.71,,,,1.19,3.24,37728,554,32,5.8%,-171,,white
ZELEDON,15978,1817,0.62,6.71,0.88,,,0.33,91.74,18225,1407,410,29.1%,2247,,hispanic
ZELEK,45651,441,0.16,95.46,,0,,1.59,2.27,,,,"",,81944.61,white
ZELENAK,27452,878,0.3,94.99,,0.68,,1.48,2.51,27207,836,42,5.0%,-245,,white
ZELENKA,24388,1027,0.35,96.11,,0.78,,1.46,1.36,22833,1047,-20,-1.9%,-1555,,white
ZELENY,38754,570,0.19,97.37,0,0,0,1.23,1.4,38942,533,37,6.9%,188,,white
ZELEZNIK,49159,402,0.15,97.01,,,,(S),,,,,"",,82492.15,white
ZELINSKI,19123,1422,0.48,95.29,,0.56,,1.27,2.39,17871,1444,-22,-1.5%,-1252,,white
ZELINSKY,27277,886,0.3,96.5,,0.79,,0.56,1.92,25221,922,-36,-3.9%,-2056,,white
ZELL,10520,3049,1.03,94.62,0.56,0.62,0.3,1.44,2.46,9708,3070,-21,-0.7%,-812,,white
ZELLER,3370,10595,3.59,94.93,0.5,0.49,0.36,1.28,2.44,3286,10006,589,5.9%,-84,,white
ZELLERS,10697,2988,1.01,93.67,3.21,0.5,0.4,0.57,1.64,10186,2906,82,2.8%,-511,,white
ZELLMER,13506,2246,0.76,96.35,0.27,0.53,0.31,0.93,1.6,13560,2054,192,9.3%,54,,white
ZELLNER,9511,3417,1.16,81.12,13.49,0.32,1.17,1.64,2.25,9105,3299,118,3.6%,-406,,white
ZELMAN,36204,619,0.21,95.96,,,0,0,3.39,33471,643,-24,-3.7%,-2733,,white
ZEMAITIS,34272,662,0.22,96.07,,,0,1.06,1.96,34150,628,34,5.4%,-122,,white
ZEMAN,8572,3843,1.3,95.65,0.21,0.91,0.44,0.94,1.85,7957,3858,-15,-0.4%,-615,,white
ZEMANEK,34916,646,0.22,96.13,0,0.77,0,1.24,1.86,34711,616,30,4.9%,-205,,white
ZEMBA,43285,499,0.17,97.6,,,0,(S),,41522,494,5,1.0%,-1763,,white
ZEMEL,47389,421,0.16,95.49,,,0,(S),2.38,,,,"",,82223.65,white
ZEMKE,22081,1173,0.4,95.4,,,0.6,0.85,2.64,21273,1148,25,2.2%,-808,,white
ZEMPEL,40745,536,0.18,98.13,,,,(S),,37319,562,-26,-4.6%,-3426,,white
ZENDEJAS,6761,4988,1.69,3.05,,0.22,0.22,(S),96.39,8214,3714,1274,34.3%,1453,,hispanic
ZENDER,26727,911,0.31,93.08,,0.77,,0.99,4.5,26078,883,28,3.2%,-649,,white
ZENG,4662,7605,2.58,1.43,,97.48,,0.72,0.21,8219,3711,3894,104.9%,3557,,asian
ZENGER,33280,687,0.23,93.89,,1.02,,1.46,3.2,34673,617,70,11.3%,1393,,white
ZENK,28100,852,0.29,97.18,,1.06,,0.59,1.06,25945,889,-37,-4.2%,-2155,,white
ZENKER,33450,682,0.23,95.01,,,0,0.73,3.67,30614,719,-37,-5.1%,-2836,,white
ZENNER,22450,1146,0.39,95.38,,0.52,,1.05,2.88,18364,1391,-245,-17.6%,-4086,,white
ZENOR,41038,531,0.18,96.05,1.13,,,1.32,0.94,36761,573,-42,-7.3%,-4277,,white
ZENS,40494,540,0.18,97.59,,,0,0.93,,42134,485,55,11.3%,1640,,white
ZENT,29528,799,0.27,95.37,0,1,0.75,1.88,1,25591,906,-107,-11.8%,-3937,,white
ZENTENO,24325,1031,0.35,3.59,,,0,0,96.22,31126,705,326,46.2%,6801,,hispanic
ZENTNER,24404,1026,0.35,95.81,,,0.49,0.78,2.44,22304,1078,-52,-4.8%,-2100,,white
ZENTZ,22838,1121,0.38,95.72,,0.89,,1.07,1.25,21814,1111,10,0.9%,-1024,,white
ZENZ,36246,618,0.21,95.95,,1.13,0.81,(S),1.62,34856,613,5,0.8%,-1390,,white
ZEOLI,28729,829,0.28,96.26,,,0,1.45,2.05,27669,819,10,1.2%,-1060,,white
ZEPEDA,1209,29252,9.92,4.07,0.22,0.3,0.37,0.18,94.86,1545,21305,7947,37.3%,336,,hispanic
ZEPHIER,42858,505,0.17,6.73,,,79.6,8.91,4.36,51680,378,127,33.6%,8822,,native
ZEPP,18218,1527,0.52,95.81,0.33,0.33,0.39,0.98,2.16,17165,1523,4,0.3%,-1053,,white
ZERA,43732,493,0.17,93.51,1.83,1.01,,(S),3.25,42830,476,17,3.6%,-902,,white
ZERBE,12884,2388,0.81,94.26,0.34,0.75,0.54,1.88,2.22,11701,2456,-68,-2.8%,-1183,,white
ZERBY,29309,807,0.27,95.17,,,0.74,0.99,2.73,24224,970,-163,-16.8%,-5085,,white
ZERINGUE,16087,1800,0.61,95.44,2.39,,,0.56,1.33,15052,1798,2,0.1%,-1035,,white
ZERKLE,38532,574,0.19,96.69,1.05,,0,(S),1.39,33605,640,-66,-10.3%,-4927,,white
ZERMENO,7478,4455,1.51,5.1,0.18,0.52,0.4,0.11,93.69,9200,3260,1195,36.7%,1722,,hispanic
ZERON,39887,550,0.19,11.82,1.09,,0,(S),86.73,57406,332,218,65.7%,17519,,hispanic
ZERR,18144,1534,0.52,94.39,0.33,0.46,0.72,1.37,2.74,16899,1554,-20,-1.3%,-1245,,white
ZERTUCHE,16147,1792,0.61,9.71,,,0.33,0.84,88.62,17221,1515,277,18.3%,1074,,hispanic
ZERVAS,39837,551,0.19,91.11,,1.63,,2,4.17,39756,520,31,6.0%,-81,,white
ZERVOS,32169,717,0.24,91.63,,0.84,0,(S),6.56,34799,614,103,16.8%,2630,,white
ZESATI,43206,500,0.17,3.6,0,0,0,0,96.4,54020,358,142,39.7%,10814,,hispanic
ZETINA,21439,1219,0.41,5,2.63,0.74,,(S),90.81,30682,717,502,70.0%,9243,,hispanic
ZETINO,25295,979,0.33,1.94,,0.51,,(S),96.73,39052,531,448,84.4%,13757,,hispanic
ZETTEL,34272,662,0.22,96.83,,,,(S),1.66,32782,660,2,0.3%,-1490,,white
ZETTLEMOYER,31482,735,0.25,94.29,1.36,0,0,1.09,3.27,32609,664,71,10.7%,1127,,white
ZETTLER,31790,726,0.25,95.73,,,,2.2,1.38,25398,915,-189,-20.7%,-6392,,white
ZEVALLOS,21524,1213,0.41,8.49,,0.41,0,(S),90.93,29359,759,454,59.8%,7835,,hispanic
ZHAI,29334,806,0.27,1.49,,96.77,0,1.24,,54269,356,450,126.4%,24935,,asian
ZHAN,23120,1104,0.37,1.9,0.54,96.38,0,0.72,0.45,34711,616,488,79.2%,11591,,asian
ZHANG,472,70125,23.77,0.99,0.16,98.06,0.02,0.62,0.15,963,33202,36923,111.2%,491,,asian
ZHAO,1613,22301,7.56,0.96,0.13,98.11,0.02,0.52,0.26,3187,10324,11977,116.0%,1574,,asian
ZHEN,8941,3661,1.24,0.57,,98.63,,0.46,0.27,15661,1713,1948,113.7%,6720,,asian
ZHENG,1409,25242,8.56,0.74,,98.02,,0.92,0.2,3111,10670,14572,136.6%,1702,,asian
ZHININ,42237,514,0.17,3.11,0,0,0,0,96.89,80502,219,295,134.7%,38265,,hispanic
ZHONG,6754,4991,1.69,1.12,,97.98,,0.54,0.24,11200,2595,2396,92.3%,4446,,asian
ZHOU,1532,23437,7.95,0.98,0.18,98.2,,0.51,,2839,11586,11851,102.3%,1307,,asian
ZHU,1694,21265,7.21,0.88,,98.23,,0.58,0.16,3147,10508,10757,102.4%,1453,,asian
ZHUANG,18317,1513,0.51,0.93,,98.02,0,0.93,,31658,690,823,119.3%,13341,,asian
ZHUO,25849,952,0.32,0,,98.32,0,1.05,,57705,330,622,188.5%,31856,,asian
ZIA,18486,1495,0.51,23.14,,67.56,,6.29,2.27,25169,924,571,61.8%,6683,,asian
ZICH,49965,394,0.15,95.94,,,0,2.03,,,,,"",,82611.25,white
ZICK,16544,1735,0.59,96.31,,,0.46,0.81,1.84,15061,1797,-62,-3.5%,-1483,,white
ZICKEFOOSE,20408,1302,0.44,96.54,,,0.46,1.38,1.23,19388,1292,10,0.8%,-1020,,white
ZIDEK,41038,531,0.18,96.61,,,0,1.32,1.32,38992,532,-1,-0.2%,-2046,,white
ZIEBA,30043,781,0.26,97.18,,,0,0.64,2.05,32652,663,118,17.8%,2609,,white
ZIEBARTH,24201,1038,0.35,96.82,,,0.96,1.06,0.87,23391,1014,24,2.4%,-810,,white
ZIEBELL,20239,1315,0.45,94.37,,0.91,,2.13,2.43,19575,1275,40,3.1%,-664,,white
ZIEGENFUSS,35203,640,0.22,95.31,,0.94,,1.41,2.03,33528,642,-2,-0.3%,-1675,,white
ZIEGLER,1400,25351,8.59,92.36,2.78,0.71,0.5,1.39,2.26,1289,25138,213,0.8%,-111,,white
ZIELINSKI,3256,11087,3.76,95.82,0.33,0.52,0.14,1.03,2.16,3014,11024,63,0.6%,-242,,white
ZIELKE,14549,2048,0.69,95.12,,0.68,,1.22,2.59,13429,2079,-31,-1.5%,-1120,,white
